N,H,q,p,F,V,rho_m,rho_r,constraint_signed,constraint_abs,constraint_rel
-57.16,4.451897649155421e+47,-3.7746140480387533e-19,5.324146189389361e-19,1.0,2.0997,2.6733773623529704e+74,5.945817803566669e+95,0.0,0.0,0.0
-57.14,4.277336245495617e+47,-3.65866836615693e-19,5.543703898672141e-19,1.0,2.0997,2.5176919847511e+74,5.488681607109162e+95,-1.1857109937901178e+80,1.1857109937901178e+80,-2.1602837961202505e-16
-57.12,4.109619492375612e+47,-3.537696580926099e-19,6.668981508721125e-19,1.0,2.0997,2.3710730177278483e+74,5.0666917116340747e+95,0.0,0.0,0.0
-57.1,3.948479007209051e+47,-3.3923536087022016e-19,7.428969397632664e-19,1.0,2.0997,2.2329924746347222e+74,4.6771459411111714e+95,0.0,0.0,0.0
-57.08,3.793656930841082e+47,-3.227266571709316e-19,8.811419149751672e-19,1.0,2.0997,2.102953116371502e+74,4.3175498726755734e+95,5.928554968950589e+79,5.928554968950589e+79,1.373129470135496e-16
-57.06,3.644905514919156e+47,-3.0310245570651446e-19,1.001048913941357e-18,1.0,2.0997,1.9804866607891452e+74,3.9856008638064235e+95,0.0,0.0,0.0
-57.04,3.501986725442364e+47,-2.823814905365543e-19,9.842060928262279e-19,1.0,2.0997,1.8651520963679113e+74,3.6791733075523594e+95,0.0,0.0,0.0
-57.02,3.3646718618566766e+47,-2.635727254640088e-19,9.679231833305481e-19,1.0,2.0997,1.7565340940996057e+74,3.396305021391022e+95,5.928554968950589e+79,5.928554968950589e+79,1.745589672190996e-16
-57.0,3.2327411910848594e+47,-2.435543664705778e-19,1.0021275945543103e-18,1.0,2.0997,1.6542415118545423e+74,3.1351846825610264e+95,0.0,0.0,0.0
-56.98,3.1059835959070157e+47,-2.2253124136145894e-19,9.920797754358952e-19,1.0,2.0997,1.557905985847392e+74,2.894140229413043e+95,0.0,0.0,0.0
-56.96,2.9841962371278417e+47,-2.0215133108117737e-19,1.0152699342717925e-18,1.0,2.0997,1.4671806041296748e+74,2.671628154506391e+95,0.0,0.0,0.0
-56.94,2.8671842289905143e+47,-1.821898283501447e-19,1.0067404525518578e-18,1.0,2.0997,1.3817386573320364e+74,2.466223620891579e+95,0.0,0.0,0.0
-56.92,2.7547603273182045e+47,-1.617269024997677e-19,9.986981194851563e-19,1.0,2.0997,1.3012724621576282e+74,2.27661133828989e+95,0.0,0.0,0.0
-56.9,2.6467446298831115e+47,-1.42232954110983e-19,1.0121922600884494e-18,1.0,2.0997,1.225492253389903e+74,2.1015771407445262e+95,5.928554968950589e+79,5.928554968950589e+79,2.8210027859602035e-16
-56.88,2.542964288524838e+47,-1.2190663321537941e-19,1.0681827769950285e-18,1.0,2.0997,1.154125140424882e+74,1.9400002118137905e+95,2.9642774844752946e+79,2.9642774844752946e+79,1.5279779179528348e-16
-56.86,2.4432532325561503e+47,-9.888319852025076e-20,1.1444377529294748e-18,1.0,2.0997,1.0869141245700613e+74,1.7908459075188235e+95,-2.9642774844752946e+79,2.9642774844752946e+79,-1.6552387182112358e-16
-56.84,2.347451903014743e+47,-7.714006661693664e-20,1.076188163718377e-18,1.0,2.0997,1.0236171735718825e+74,1.6531591310902617e+95,2.9642774844752946e+79,2.9642774844752946e+79,1.7930986973530778e-16
-56.82,2.2554069973345748e+47,-5.813936227287803e-20,9.327097940141255e-19,1.0,2.0997,9.640063500377487e+73,1.5260582170877288e+95,0.0,0.0,0.0
-56.8,2.166971224029298e+47,-3.949593664940853e-20,7.966303573148552e-19,1.0,2.0997,9.078669906155266e+73,1.40872928573131e+95,-2.9642774844752946e+79,2.9642774844752946e+79,-2.1042208141051433e-16
-56.78,2.082003066994349e+47,-2.6273817278283354e-20,7.295999565181802e-19,1.0,2.0997,8.549969329735892e+73,1.3004210312921627e+95,1.4821387422376473e+79,1.4821387422376473e+79,1.1397375977262694e-16
-56.76,2.0003665590509047e+47,-1.0093788173717856e-20,7.57928499368328e-19,1.0,2.0997,8.052057877978335e+73,1.2004399111707472e+95,-1.4821387422376473e+79,1.4821387422376473e+79,-1.2346630001598073e-16
-56.74,1.921931064369597e+47,4.826769070867732e-21,7.541050267726486e-19,1.0,2.0997,7.583142531847625e+73,1.1081457048566555e+95,2.9642774844752946e+79,2.9642774844752946e+79,2.6749889220197255e-16
-56.72,1.8465710694250807e+47,1.7609698042349947e-20,5.907046194377201e-19,1.0,2.0997,7.141534689608341e+73,1.022947414331306e+95,-2.9642774844752946e+79,2.9642774844752946e+79,-2.8977809053977846e-16
-56.7,1.7741659821478433e+47,2.5448865269439187e-20,3.6704122605374145e-19,1.0,2.0997,6.725644086034907e+73,9.442994796631865e+94,-1.4821387422376473e+79,1.4821387422376473e+79,-1.569564289886401e-16
-56.68,1.7045999389509465e+47,3.1547828710814325e-20,2.876761076801682e-19,1.0,2.0997,6.33397306573813e+73,8.716982855614711e+94,0.0,0.0,0.0
-56.66,1.637761619323754e+47,3.607240806673221e-20,1.7011972338417036e-19,1.0,2.0997,5.965111189990052e+73,8.046789365189895e+94,0.0,0.0,0.0
-56.64,1.5735440676952827e+47,3.7141762153226207e-20,-6.133251555431522e-21,1.0,2.0997,5.6177301576193107e+73,7.42812279893705e+94,0.0,0.0,0.0
-56.62,1.5118445222824065e+47,3.441008538477023e-20,-1.7084469781912966e-19,1.0,2.0997,5.290579021692355e+73,6.857021578665955e+94,-1.4821387422376473e+79,1.4821387422376473e+79,-2.16149056151286e-16
-56.6,1.452564250649237e+47,2.7934989046509463e-20,-2.775036086426077e-19,1.0,2.0997,4.982479684754842e+73,6.3298287067925376e+94,7.410693711188237e+78,7.410693711188237e+78,1.1707573860941643e-16
-56.58,1.3956083917139863e+47,2.448755485885835e-20,-2.0382640774359415e-19,1.0,2.0997,4.692322656406128e+73,5.843168349067499e+94,-7.410693711188237e+78,7.410693711188237e+78,-1.2682663357407622e-16
-56.56,1.3408858039511674e+47,2.0058461387440694e-20,-1.7548363799485832e-19,1.0,2.0997,4.41906305793711e+73,5.393924217713306e+94,-7.410693711188237e+78,7.410693711188237e+78,-1.373896519875453e-16
-56.54,1.2883089195455461e+47,1.4388716341573423e-20,-3.3620531575914445e-19,1.0,2.0997,4.1617168596375166e+73,4.979219616541837e+94,7.410693711188237e+78,7.410693711188237e+78,1.4883243323047285e-16
-56.52,1.2377936042651105e+47,9.312310406788653e-21,-2.4443199206700347e-19,1.0,2.0997,3.919357337226221e+73,4.596399020278839e+94,0.0,0.0,0.0
-56.5,1.1892590228282008e+47,5.962617804833112e-21,-1.2145591598706908e-19,1.0,2.0997,3.691111734642847e+73,4.2430110701348615e+94,-7.410693711188237e+78,7.410693711188237e+78,-1.7465647835212206e-16
-56.48,1.14262750954994e+47,3.830627588037529e-21,-1.107011210193893e-19,1.0,2.0997,3.4761581211832604e+73,3.916792876740894e+94,7.410693711188237e+78,7.410693711188237e+78,1.8920310428450748e-16
-56.46,1.0978244440605113e+47,2.8901079683917114e-21,-5.617833316669028e-20,1.0,2.0997,3.273722431661244e+73,3.615655529930312e+94,-7.410693711188237e+78,7.410693711188237e+78,-2.049612760353603e-16
-56.44,1.054778131896603e+47,4.011261335156599e-21,1.082201303946436e-19,1.0,2.0997,3.083075678937737e+73,3.337670722581864e+94,-7.410693711188237e+78,7.410693711188237e+78,-2.2203189970326599e-16
-56.42,1.0134196897750806e+47,7.261121845558062e-21,1.9371658645540758e-19,1.0,2.0997,2.903531328779732e+73,3.0810584028714617e+94,3.7053468555941183e+78,3.7053468555941183e+78,1.2026214277992383e-16
-56.4,9.73682935364915e+46,1.1755651265237758e-20,1.9484445614498055e-19,1.0,2.0997,2.734442827595492e+73,2.8441753758625114e+94,-3.7053468555941183e+78,3.7053468555941183e+78,-1.3027842400437252e-16
-56.38,9.35504281381452e+46,1.630757488907622e-20,2.2685775788325096e-19,1.0,2.0997,2.5752012741433298e+73,2.62550478144908e+94,7.410693711188237e+78,7.410693711188237e+78,2.822578638420187e-16
-56.36,8.988226338330767e+46,2.141723919407658e-20,3.0684198059898874e-19,1.0,2.0997,2.4252332268290818e+73,2.423646381271887e+94,0.0,0.0,0.0
-56.34,8.635792942579025e+46,2.6566207917394567e-20,2.5000966290472667e-19,1.0,2.0997,2.2839986386977723e+73,2.237307592412931e+94,0.0,0.0,0.0
-56.32,8.297178657936042e+46,3.157396664041074e-20,2.776656491347584e-19,1.0,2.0997,2.1509889126802616e+73,2.0652952104512798e+94,3.7053468555941183e+78,3.7053468555941183e+78,1.7941003479035214e-16
-56.3,7.971841629304944e+46,3.9043572186575514e-20,3.383673640443222e-19,1.0,2.0997,2.0257250700951548e+73,1.9065077688815792e+94,0.0,0.0,0.0
-56.28,7.659261248031101e+46,4.328824749439459e-20,2.6666084725902803e-19,1.0,2.0997,1.9077560258081327e+73,1.7599284859677282e+94,0.0,0.0,0.0
-56.26,7.358937318816879e+46,4.9687635529304604e-20,2.801457352407876e-19,1.0,2.0997,1.7966569638377322e+73,1.6246187538682725e+94,1.8526734277970591e+78,1.8526734277970591e+78,1.1403742714318546e-16
-56.24,7.070389259303225e+46,5.634765253778687e-20,3.4587543878180106e-19,1.0,2.0997,1.69202780755953e+73,1.4997121283421126e+94,-3.7053468555941183e+78,3.7053468555941183e+78,-2.4707054011027234e-16
-56.22,6.793155331034514e+46,6.450315162019699e-20,4.379612642392215e-19,1.0,2.0997,1.5934917789978763e+73,1.3844087805468791e+94,0.0,0.0,0.0
-56.2,6.526791900579318e+46,7.364607857466448e-20,4.613398752041808e-19,1.0,2.0997,1.500694042018309e+73,1.2779703754040333e+94,3.7053468555941183e+78,3.7053468555941183e+78,2.899399647212216e-16
-56.18,6.270872729621489e+46,8.14963431906612e-20,3.69028640743542e-19,1.0,2.0997,1.4133004245339903e+73,1.1797153437333138e+94,1.8526734277970591e+78,1.8526734277970591e+78,1.5704410709231852e-16
-56.16,6.02498829288859e+46,8.977005476778242e-20,3.6760975078490556e-19,1.0,2.0997,1.330996215125671e+73,1.0890145178833371e+94,0.0,0.0,0.0
-56.14,5.788745122823788e+46,9.597395168170665e-20,3.007628363754972e-19,1.0,2.0997,1.2534850297402607e+73,1.0052871029104859e+94,-1.8526734277970591e+78,1.8526734277970591e+78,-1.8429296689803722e-16
-56.12,5.561765179953579e+46,1.0080681768544436e-19,2.534460116156028e-19,1.0,2.0997,1.1804877443881386e+73,9.27996957508322e+93,0.0,0.0,0.0
-56.1,5.343685247944562e+46,1.0683266849308402e-19,2.6957959907433597e-19,1.0,2.0997,1.1117414899956462e+73,8.5664916087301e+93,1.8526734277970591e+78,1.8526734277970591e+78,2.1626980010217972e-16
-56.08,5.134156352379167e+46,1.0974561088961897e-19,1.935082687614102e-19,1.0,2.0997,1.046998705792005e+73,7.907868435202605e+93,0.0,0.0,0.0
-56.06,4.932843202322756e+46,1.1589289378278165e-19,2.4360602255006445e-19,1.0,2.0997,9.860262478235175e+72,7.299882617610547e+93,0.0,0.0,0.0
-56.04,4.739423653786001e+46,1.2118397950372642e-19,3.357564473700464e-19,1.0,2.0997,9.286045493833395e+72,6.738640971019875e+93,0.0,0.0,0.0
-56.02,4.5535881942263427e+46,1.2728445631747752e-19,2.0842022208366367e-19,1.0,2.0997,8.745268303342103e+72,6.220549632779258e+93,-9.263367138985296e+77,9.263367138985296e+77,-1.4891557315404857e-16
-56.0,4.3750394472613413e+46,1.2903846924031487e-19,1.2430799410475382e-19,1.0,2.0997,8.23598352476607e+72,5.7422910495278465e+93,9.263367138985296e+77,9.263367138985296e+77,1.6131831457318701e-16
-55.98,4.2034916968034874e+46,1.3206347102464132e-19,1.4832303483378853e-19,1.0,2.0997,7.756357182808858e+72,5.300802733528759e+93,0.0,0.0,0.0
-55.96,4.038670429853302e+46,1.352943081383926e-19,1.8692450335356793e-19,1.0,2.0997,7.304662104580805e+72,4.893257652291437e+93,0.0,0.0,0.0
-55.94,3.8803118972198026e+46,1.410391907379669e-19,3.02721280823571e-19,1.0,2.0997,6.879271699911062e+72,4.517046125911662e+93,9.263367138985296e+77,9.263367138985296e+77,2.0507577033244696e-16
-55.92,3.728162691465931e+46,1.4721004561997243e-19,3.2510305706123393e-19,1.0,2.0997,6.478654103866049e+72,4.169759116211548e+93,4.631683569492648e+77,4.631683569492648e+77,1.110779649473081e-16
-55.9,3.581979341402145e+46,1.5503763502605596e-19,3.9086230705827583e-19,1.0,2.0997,6.1013666603810744e+72,3.8491728006695236e+93,-9.263367138985296e+77,9.263367138985296e+77,-2.406586458621455e-16
-55.88,3.4415279224810023e+46,1.6300500256076695e-19,4.356558525142747e-19,1.0,2.0997,5.746050727140418e+72,3.5532343323649213e+93,0.0,0.0,0.0
-55.86,3.3065836824675615e+46,1.7161395202237118e-19,3.824500193768103e-19,1.0,2.0997,5.4114267829966626e+72,3.280048694748222e+93,-4.631683569492648e+77,4.631683569492648e+77,-1.412077685586975e-16
-55.84,3.176930681788257e+46,1.788923296044615e-19,3.8316159681576215e-19,1.0,2.0997,5.096289820314297e+72,3.0278665670662805e+93,0.0,0.0,0.0
-55.82,3.0523614479811283e+46,1.8750650740607717e-19,4.513953075077666e-19,1.0,2.0997,4.799505005638437e+72,2.795073122736435e+93,0.0,0.0,0.0
-55.8,2.932676643695943e+46,1.9836895121640743e-19,4.939847489907065e-19,1.0,2.0997,4.520003593070211e+72,2.580177688943911e+93,-4.631683569492648e+77,4.631683569492648e+77,-1.7951025579902739e-16
-55.78,2.8176847477117655e+46,2.1045466791656566e-19,6.477859574118672e-19,1.0,2.0997,4.256779075627007e+72,2.3818042012462546e+93,0.0,0.0,0.0
-55.76,2.7072017484620253e+46,2.251298090244945e-19,7.852855110013905e-19,1.0,2.0997,4.008883560729048e+72,2.198682392062754e+93,0.0,0.0,0.0
-55.74,2.601050849577039e+46,2.4107004067756464e-19,7.79393888583318e-19,1.0,2.0997,3.775424356763546e+72,2.029639656625631e+93,0.0,0.0,0.0
-55.72,2.499062186971781e+46,2.556116280941002e-19,7.076150016484366e-19,1.0,2.0997,3.555560758430025e+72,1.8735935443056548e+93,-2.315841784746324e+77,2.315841784746324e+77,-1.2360427862194435e-16
-55.7,2.4010725570274154e+46,2.6705001681951e-19,5.857806238385536e-19,1.0,2.0997,3.3485010192933975e+72,1.7295448272330511e+93,0.0,0.0,0.0
-55.68,2.3069251554303905e+46,2.7609292993013813e-19,4.2890848254871455e-19,1.0,2.0997,3.1534995006411313e+72,1.5965711018272594e+93,0.0,0.0,0.0
-55.66,2.216469326252337e+46,2.8280649417159004e-19,2.5730140190642117e-19,1.0,2.0997,2.9698539863794493e+72,1.4738208822652466e+93,2.315841784746324e+77,2.315841784746324e+77,1.5713183417423832e-16
-55.64,2.1295603208683275e+46,2.882043063555542e-19,2.4678219579259143e-19,1.0,2.0997,2.796903154296037e+72,1.3605081480650443e+93,0.0,0.0,0.0
-55.62,2.046059066328109e+46,2.963284570147659e-19,3.9541650267737154e-19,1.0,2.0997,2.6340241945858405e+72,1.255907310871036e+93,2.315841784746324e+77,2.315841784746324e+77,1.8439591558235048e-16
-55.6,1.9658319428099256e+46,3.050671779309319e-19,5.191434771909585e-19,1.0,2.0997,2.4806305670638252e+72,1.159348568211554e+93,-2.315841784746324e+77,2.315841784746324e+77,-1.9975371068244048e-16
-55.58,1.8887505698000585e+46,3.170877814064954e-19,5.538297741511371e-19,1.0,2.0997,2.3361698889856885e+72,1.0702136144760137e+93,2.315841784746324e+77,2.315841784746324e+77,2.1639061150237567e-16
-55.56,1.8146916006568435e+46,3.285256097350194e-19,5.836990154457984e-19,1.0,2.0997,2.200121945874168e+72,9.879316816483491e+92,0.0,0.0,0.0
-55.54,1.7435365252295093e+46,3.3970545836254185e-19,6.038925350728443e-19,1.0,2.0997,2.071996818184651e+72,9.119758844428176e+92,-2.315841784746324e+77,2.315841784746324e+77,-2.5393673497860253e-16
-55.519999999999996,1.6751714802168402e+46,3.519422102427012e-19,6.041806623244484e-19,1.0,2.0997,1.9513331170657106e+72,8.41859846439564e+92,-2.315841784746324e+77,2.315841784746324e+77,-2.7508638100992686e-16
-55.5,1.609487066961518e+46,3.643537609266396e-19,5.976801425878542e-19,1.0,2.0997,1.837696322860883e+72,7.77134585614917e+92,0.0,0.0,0.0
-55.48,1.5463781763888649e+46,3.7720459217391983e-19,6.589896767566132e-19,1.0,2.0997,1.7306772203685644e+72,7.173856393235254e+92,0.0,0.0,0.0
-55.46,1.4857438208100617e+46,3.918994310240322e-19,7.803556559688295e-19,1.0,2.0997,1.6298904252252815e+72,6.622304103225842e+92,0.0,0.0,0.0
-55.44,1.42748697232012e+46,4.0938105059181585e-19,8.372648921076753e-19,1.0,2.0997,1.5349729961057165e+72,6.113157168430989e+92,0.0,0.0,0.0
-55.42,1.3715144075327068e+46,4.2746302028021694e-19,8.646087549510798e-19,1.0,2.0997,1.4455831277419137e+72,5.643155310209376e+92,0.0,0.0,0.0
-55.4,1.317736558402672e+46,4.432038095188218e-19,8.014841020699751e-19,1.0,2.0997,1.3613989200551197e+72,5.209288912052757e+92,-5.78960446186581e+76,5.78960446186581e+76,-1.1114001468550484e-16
-55.38,1.266067368898226e+46,4.587194896545808e-19,7.609896489138082e-19,1.0,2.0997,1.282117218967843e+72,4.8087797477666294e+92,0.0,0.0,0.0
-55.36,1.2164241572927763e+46,4.7310230734234655e-19,6.988110540695772e-19,1.0,2.0997,1.2074525247215477e+72,4.4390631913363234e+92,0.0,0.0,0.0
-55.34,1.1687274838566733e+46,4.882713161090382e-19,8.207899960103439e-19,1.0,2.0997,1.1371359637695417e+72,4.097771794565852e+92,-5.78960446186581e+76,5.78960446186581e+76,-1.4128664923565375e-16
-55.32,1.1229010237365522e+46,5.075581665922884e-19,1.0068236236210406e-18,1.0,2.0997,1.0709143205412951e+72,3.7827201273257904e+92,5.78960446186581e+76,5.78960446186581e+76,1.5305399995211366e-16
-55.3,1.0788714448194047e+46,5.277204792115664e-19,1.0213720887302078e-18,1.0,2.0997,1.0085491255932346e+72,3.4918907833401295e+92,0.0,0.0,0.0
-55.28,1.0365682903855007e+46,5.481572148503731e-19,9.77882268718965e-19,1.0,2.0997,9.498157968611392e+71,3.223421461898159e+92,5.78960446186581e+76,5.78960446186581e+76,1.796105327925848e-16
-55.26,9.959238663625614e+45,5.671794753629853e-19,9.262773174642886e-19,1.0,2.0997,8.945028309218801e+71,2.9755930427716595e+92,0.0,0.0,0.0
-55.24,9.568731330009063e+45,5.834271266886921e-19,8.229503746732434e-19,1.0,2.0997,8.424110413529327e+71,2.74681857797691e+92,0.0,0.0,0.0
-55.22,9.193536007958615e+45,5.987169990246029e-19,7.220172992114281e-19,1.0,2.0997,7.933528414459641e+71,2.5356331298889485e+92,0.0,0.0,0.0
-55.2,8.833052304913316e+45,6.124737124814197e-19,6.440543243009614e-19,1.0,2.0997,7.471515686921163e+71,2.3406843906400334e+92,-2.894802230932905e+76,2.894802230932905e+76,-1.2367332573792037e-16
-55.18,8.486703370040748e+45,6.264319725947781e-19,7.143146724224942e-19,1.0,2.0997,7.036408486060491e+71,2.1607240227318292e+92,5.78960446186581e+76,5.78960446186581e+76,2.679474287764868e-16
-55.16,8.153934971153531e+45,6.385343690859797e-19,6.523601688647861e-19,1.0,2.0997,6.626639955982993e+71,1.9945996654140157e+92,0.0,0.0,0.0
-55.14,7.834214607819177e+45,6.499340453058164e-19,4.748136225527922e-19,1.0,2.0997,6.240734487377233e+71,1.8412475556410217e+92,0.0,0.0,0.0
-55.12,7.527030659245478e+45,6.596640125692091e-19,4.903381036469062e-19,1.0,2.0997,5.877302403727775e+71,1.6996857163566423e+92,0.0,0.0,0.0
-55.1,7.231891565578862e+45,6.709138482991754e-19,6.075875389381053e-19,1.0,2.0997,5.5350349569804165e+71,1.5690076684887206e+92,-2.894802230932905e+76,2.894802230932905e+76,-1.8449892177526443e-16
-55.08,6.948325041302889e+45,6.852087012423881e-19,6.470829274545696e-19,1.0,2.0997,5.212699614633162e+71,1.4483766263879036e+92,0.0,0.0,0.0
-55.06,6.675877319481498e+45,6.967110137503749e-19,6.488840824439211e-19,1.0,2.0997,4.909135621289782e+71,1.3370201395430243e+92,-2.894802230932905e+76,2.894802230932905e+76,-2.1651149038953968e-16
-55.04,6.414112425634303e+45,7.096159269961538e-19,5.747901560621991e-19,1.0,2.0997,4.623249818685782e+71,1.2342251462602908e+92,1.4474011154664524e+76,1.4474011154664524e+76,1.1727204877101117e-16
-55.019999999999996,6.162611480085091e+45,7.1900562774530185e-19,4.701386985565714e-19,1.0,2.0997,4.3540127091380675e+71,1.1393334076342967e+92,-1.4474011154664524e+76,1.4474011154664524e+76,-1.27039293833385e-16
-55.0,5.92097202766467e+45,7.286713193558095e-19,4.1740292876498133e-19,1.0,2.0997,4.1004547482412936e+71,1.0517372925716243e+92,-2.894802230932905e+76,2.894802230932905e+76,-2.752400481925258e-16
-54.98,5.688807393696497e+45,7.374695029442093e-19,4.1212335655900523e-19,1.0,2.0997,3.8616628534607715e+71,9.708758868772779e+91,0.0,0.0,0.0
-54.96,5.46574606523529e+45,7.44622575358975e-19,3.9696323879896253e-19,1.0,2.0997,3.6367771160490946e+71,8.962314014890517e+91,0.0,0.0,0.0
-54.94,5.251431096566399e+45,7.508101423163556e-19,2.8439711610302407e-19,1.0,2.0997,3.4249877044458363e+71,8.27325856859537e+91,1.4474011154664524e+76,1.4474011154664524e+76,1.7494933869958704e-16
-54.92,5.04551953801714e+45,7.565412292112362e-19,3.123902407287791e-19,1.0,2.0997,3.225531948009213e+71,7.637180222553809e+91,0.0,0.0,0.0
-54.9,4.847681887163547e+45,7.614266216641623e-19,2.29296161544781e-19,1.0,2.0997,3.037691590577982e+71,7.050005903740059e+91,0.0,0.0,0.0
-54.88,4.657601561556777e+45,7.652523773650657e-19,1.3328158865763763e-19,1.0,2.0997,2.860790203973543e+71,6.507975691864838e+91,0.0,0.0,0.0
-54.86,4.474974392123092e+45,7.677033774714894e-19,1.3542158319692934e-19,1.0,2.0997,2.6941907521274486e+71,6.007618743047232e+91,-7.237005577332262e+75,7.237005577332262e+75,-1.2046379583770742e-16
-54.84,4.2995081364289886e+45,7.709876212834443e-19,1.611357002116535e-19,1.0,2.0997,2.5372932970643696e+71,5.5457310645657224e+91,0.0,0.0,0.0
-54.82,4.130922011030433e+45,7.754178666962543e-19,2.578924526957651e-19,1.0,2.0997,2.389532838476261e+71,5.1193549983647144e+91,1.4474011154664524e+76,1.4474011154664524e+76,2.827311479529742e-16
-54.8,3.968946242159892e+45,7.837352939796044e-19,4.2811334282347944e-19,1.0,2.0997,2.2503772791117727e+71,4.725760281946538e+91,0.0,0.0,0.0
